p_company_name,p_venue_name,date,p_year,p_week_number,weekday,reservations
PALLAPIZZA,BURGOS,2024-01-19,2024,3,4,15
PALLAPIZZA,VITORIA,2024-01-19,2024,3,4,6
PALLAPIZZA,ZARAGOZA,2024-01-19,2024,3,4,9
PALLAPIZZA,PAMPLONA,2024-01-20,2024,3,5,1
PALLAPIZZA,BILBAO,2024-01-20,2024,3,5,2
PALLAPIZZA,BURGOS,2024-01-20,2024,3,5,15
PALLAPIZZA,VITORIA,2024-01-20,2024,3,5,8
PALLAPIZZA,ZARAGOZA,2024-01-20,2024,3,5,4
PALLAPIZZA,PAMPLONA,2024-01-21,2024,3,6,20
PALLAPIZZA,BILBAO,2024-01-21,2024,3,6,12
PALLAPIZZA,BURGOS,2024-01-21,2024,3,6,10
PALLAPIZZA,VITORIA,2024-01-21,2024,3,6,17
PALLAPIZZA,ZARAGOZA,2024-01-21,2024,3,6,17
PALLAPIZZA,PAMPLONA,2024-01-22,2024,4,0,8
PALLAPIZZA,BILBAO,2024-01-22,2024,4,0,7
PALLAPIZZA,BURGOS,2024-01-22,2024,4,0,5
PALLAPIZZA,VITORIA,2024-01-22,2024,4,0,9
PALLAPIZZA,ZARAGOZA,2024-01-22,2024,4,0,7
PALLAPIZZA,PAMPLONA,2024-01-23,2024,4,1,8
PALLAPIZZA,BILBAO,2024-01-23,2024,4,1,6
PALLAPIZZA,BURGOS,2024-01-23,2024,4,1,2
PALLAPIZZA,VITORIA,2024-01-23,2024,4,1,9
PALLAPIZZA,ZARAGOZA,2024-01-23,2024,4,1,9
PALLAPIZZA,PAMPLONA,2024-01-24,2024,4,2,0
PALLAPIZZA,BILBAO,2024-01-24,2024,4,2,8
PALLAPIZZA,BURGOS,2024-01-24,2024,4,2,8
PALLAPIZZA,VITORIA,2024-01-24,2024,4,2,5
PALLAPIZZA,ZARAGOZA,2024-01-24,2024,4,2,6
PALLAPIZZA,PAMPLONA,2024-01-25,2024,4,3,5
PALLAPIZZA,BILBAO,2024-01-25,2024,4,3,0
PALLAPIZZA,BURGOS,2024-01-25,2024,4,3,2
PALLAPIZZA,VITORIA,2024-01-25,2024,4,3,10
PALLAPIZZA,ZARAGOZA,2024-01-25,2024,4,3,8
PALLAPIZZA,PAMPLONA,2024-01-26,2024,4,4,18
PALLAPIZZA,BILBAO,2024-01-26,2024,4,4,20
PALLAPIZZA,BURGOS,2024-01-26,2024,4,4,2
PALLAPIZZA,VITORIA,2024-01-26,2024,4,4,16
PALLAPIZZA,ZARAGOZA,2024-01-26,2024,4,4,15
PALLAPIZZA,PAMPLONA,2024-01-27,2024,4,5,13
PALLAPIZZA,BILBAO,2024-01-27,2024,4,5,7
PALLAPIZZA,BURGOS,2024-01-27,2024,4,5,14
PALLAPIZZA,VITORIA,2024-01-27,2024,4,5,0
PALLAPIZZA,ZARAGOZA,2024-01-27,2024,4,5,20
PALLAPIZZA,PAMPLONA,2024-01-28,2024,4,6,11
PALLAPIZZA,BILBAO,2024-01-28,2024,4,6,2
PALLAPIZZA,BURGOS,2024-01-28,2024,4,6,4
PALLAPIZZA,VITORIA,2024-01-28,2024,4,6,4
PALLAPIZZA,ZARAGOZA,2024-01-28,2024,4,6,12
PALLAPIZZA,PAMPLONA,2024-01-29,2024,5,0,1
PALLAPIZZA,BILBAO,2024-01-29,2024,5,0,6
PALLAPIZZA,BURGOS,2024-01-29,2024,5,0,2
PALLAPIZZA,VITORIA,2024-01-29,2024,5,0,5
PALLAPIZZA,ZARAGOZA,2024-01-29,2024,5,0,5
PALLAPIZZA,PAMPLONA,2024-01-30,2024,5,1,1
PALLAPIZZA,BILBAO,2024-01-30,2024,5,1,1
PALLAPIZZA,BURGOS,2024-01-30,2024,5,1,0
PALLAPIZZA,VITORIA,2024-01-30,2024,5,1,1
PALLAPIZZA,ZARAGOZA,2024-01-30,2024,5,1,9
PALLAPIZZA,PAMPLONA,2024-01-31,2024,5,2,7
PALLAPIZZA,BILBAO,2024-01-31,2024,5,2,10
PALLAPIZZA,BURGOS,2024-01-31,2024,5,2,3
PALLAPIZZA,VITORIA,2024-01-31,2024,5,2,9
PALLAPIZZA,ZARAGOZA,2024-01-31,2024,5,2,6
PALLAPIZZA,PAMPLONA,2024-02-01,2024,5,3,0
PALLAPIZZA,BILBAO,2024-02-01,2024,5,3,9
PALLAPIZZA,BURGOS,2024-02-01,2024,5,3,8
PALLAPIZZA,VITORIA,2024-02-01,2024,5,3,9
PALLAPIZZA,ZARAGOZA,2024-02-01,2024,5,3,5
PALLAPIZZA,PAMPLONA,2024-02-02,2024,5,4,6
PALLAPIZZA,BILBAO,2024-02-02,2024,5,4,17
PALLAPIZZA,BURGOS,2024-02-02,2024,5,4,6
PALLAPIZZA,VITORIA,2024-02-02,2024,5,4,1
PALLAPIZZA,ZARAGOZA,2024-02-02,2024,5,4,9
PALLAPIZZA,PAMPLONA,2024-02-03,2024,5,5,6
PALLAPIZZA,BILBAO,2024-02-03,2024,5,5,3
PALLAPIZZA,BURGOS,2024-02-03,2024,5,5,10
PALLAPIZZA,VITORIA,2024-02-03,2024,5,5,13
PALLAPIZZA,ZARAGOZA,2024-02-03,2024,5,5,0
PALLAPIZZA,PAMPLONA,2024-02-04,2024,5,6,6
PALLAPIZZA,BILBAO,2024-02-04,2024,5,6,4
PALLAPIZZA,BURGOS,2024-02-04,2024,5,6,6
PALLAPIZZA,VITORIA,2024-02-04,2024,5,6,3
PALLAPIZZA,ZARAGOZA,2024-02-04,2024,5,6,18
PALLAPIZZA,PAMPLONA,2024-02-05,2024,6,0,7
PALLAPIZZA,BILBAO,2024-02-05,2024,6,0,7
PALLAPIZZA,BURGOS,2024-02-05,2024,6,0,6
PALLAPIZZA,VITORIA,2024-02-05,2024,6,0,5
PALLAPIZZA,ZARAGOZA,2024-02-05,2024,6,0,7
PALLAPIZZA,PAMPLONA,2024-02-06,2024,6,1,10
PALLAPIZZA,BILBAO,2024-02-06,2024,6,1,4
PALLAPIZZA,BURGOS,2024-02-06,2024,6,1,8
PALLAPIZZA,VITORIA,2024-02-06,2024,6,1,4
PALLAPIZZA,ZARAGOZA,2024-02-06,2024,6,1,6
PALLAPIZZA,PAMPLONA,2024-02-07,2024,6,2,10
PALLAPIZZA,BILBAO,2024-02-07,2024,6,2,7
PALLAPIZZA,BURGOS,2024-02-07,2024,6,2,1
PALLAPIZZA,VITORIA,2024-02-07,2024,6,2,3
PALLAPIZZA,ZARAGOZA,2024-02-07,2024,6,2,6
PALLAPIZZA,PAMPLONA,2024-02-08,2024,6,3,6
PALLAPIZZA,BILBAO,2024-02-08,2024,6,3,8
PALLAPIZZA,BURGOS,2024-02-08,2024,6,3,7
PALLAPIZZA,VITORIA,2024-02-08,2024,6,3,5
PALLAPIZZA,ZARAGOZA,2024-02-08,2024,6,3,7
PALLAPIZZA,PAMPLONA,2024-02-09,2024,6,4,14
PALLAPIZZA,BILBAO,2024-02-09,2024,6,4,20
PALLAPIZZA,BURGOS,2024-02-09,2024,6,4,9
PALLAPIZZA,VITORIA,2024-02-09,2024,6,4,5
PALLAPIZZA,ZARAGOZA,2024-02-09,2024,6,4,4
PALLAPIZZA,PAMPLONA,2024-02-10,2024,6,5,19
PALLAPIZZA,BILBAO,2024-02-10,2024,6,5,0
PALLAPIZZA,BURGOS,2024-02-10,2024,6,5,3
PALLAPIZZA,VITORIA,2024-02-10,2024,6,5,10
PALLAPIZZA,ZARAGOZA,2024-02-10,2024,6,5,15
PALLAPIZZA,PAMPLONA,2024-02-11,2024,6,6,15
PALLAPIZZA,BILBAO,2024-02-11,2024,6,6,5
PALLAPIZZA,BURGOS,2024-02-11,2024,6,6,0
PALLAPIZZA,VITORIA,2024-02-11,2024,6,6,0
PALLAPIZZA,ZARAGOZA,2024-02-11,2024,6,6,2
PALLAPIZZA,PAMPLONA,2024-02-12,2024,7,0,4
PALLAPIZZA,BILBAO,2024-02-12,2024,7,0,5
PALLAPIZZA,BURGOS,2024-02-12,2024,7,0,7
PALLAPIZZA,VITORIA,2024-02-12,2024,7,0,10
PALLAPIZZA,ZARAGOZA,2024-02-12,2024,7,0,8
PALLAPIZZA,PAMPLONA,2024-02-13,2024,7,1,4
PALLAPIZZA,BILBAO,2024-02-13,2024,7,1,5
PALLAPIZZA,BURGOS,2024-02-13,2024,7,1,5
PALLAPIZZA,VITORIA,2024-02-13,2024,7,1,5
PALLAPIZZA,ZARAGOZA,2024-02-13,2024,7,1,9
PALLAPIZZA,PAMPLONA,2024-02-14,2024,7,2,10
PALLAPIZZA,BILBAO,2024-02-14,2024,7,2,3
PALLAPIZZA,BURGOS,2024-02-14,2024,7,2,4
PALLAPIZZA,VITORIA,2024-02-14,2024,7,2,9
PALLAPIZZA,ZARAGOZA,2024-02-14,2024,7,2,0
PALLAPIZZA,PAMPLONA,2024-02-15,2024,7,3,7
PALLAPIZZA,BILBAO,2024-02-15,2024,7,3,8
PALLAPIZZA,BURGOS,2024-02-15,2024,7,3,3
PALLAPIZZA,VITORIA,2024-02-15,2024,7,3,4
PALLAPIZZA,ZARAGOZA,2024-02-15,2024,7,3,9
PALLAPIZZA,PAMPLONA,2024-02-16,2024,7,4,20
PALLAPIZZA,BILBAO,2024-02-16,2024,7,4,17
PALLAPIZZA,BURGOS,2024-02-16,2024,7,4,3
PALLAPIZZA,VITORIA,2024-02-16,2024,7,4,18
PALLAPIZZA,ZARAGOZA,2024-02-16,2024,7,4,5
PALLAPIZZA,PAMPLONA,2024-02-17,2024,7,5,7
PALLAPIZZA,BILBAO,2024-02-17,2024,7,5,11
PALLAPIZZA,BURGOS,2024-02-17,2024,7,5,3
PALLAPIZZA,VITORIA,2024-02-17,2024,7,5,10
PALLAPIZZA,ZARAGOZA,2024-02-17,2024,7,5,9
PALLAPIZZA,PAMPLONA,2024-02-18,2024,7,6,1
PALLAPIZZA,BILBAO,2024-02-18,2024,7,6,18
PALLAPIZZA,BURGOS,2024-02-18,2024,7,6,20
PALLAPIZZA,VITORIA,2024-02-18,2024,7,6,2
PALLAPIZZA,ZARAGOZA,2024-02-18,2024,7,6,0
PALLAPIZZA,PAMPLONA,2024-02-19,2024,8,0,2
PALLAPIZZA,BILBAO,2024-02-19,2024,8,0,4
PALLAPIZZA,BURGOS,2024-02-19,2024,8,0,3
PALLAPIZZA,VITORIA,2024-02-19,2024,8,0,3
PALLAPIZZA,ZARAGOZA,2024-02-19,2024,8,0,9
PALLAPIZZA,PAMPLONA,2024-02-20,2024,8,1,5
PALLAPIZZA,BILBAO,2024-02-20,2024,8,1,5
PALLAPIZZA,BURGOS,2024-02-20,2024,8,1,10
PALLAPIZZA,VITORIA,2024-02-20,2024,8,1,2
PALLAPIZZA,ZARAGOZA,2024-02-20,2024,8,1,0
PALLAPIZZA,PAMPLONA,2024-02-21,2024,8,2,9
PALLAPIZZA,BILBAO,2024-02-21,2024,8,2,9
PALLAPIZZA,BURGOS,2024-02-21,2024,8,2,4
PALLAPIZZA,VITORIA,2024-02-21,2024,8,2,8
PALLAPIZZA,ZARAGOZA,2024-02-21,2024,8,2,4
PALLAPIZZA,PAMPLONA,2024-02-22,2024,8,3,6
PALLAPIZZA,BILBAO,2024-02-22,2024,8,3,4
PALLAPIZZA,BURGOS,2024-02-22,2024,8,3,2
PALLAPIZZA,VITORIA,2024-02-22,2024,8,3,7
PALLAPIZZA,ZARAGOZA,2024-02-22,2024,8,3,7
PALLAPIZZA,PAMPLONA,2024-02-23,2024,8,4,12
PALLAPIZZA,BILBAO,2024-02-23,2024,8,4,14
PALLAPIZZA,BURGOS,2024-02-23,2024,8,4,8
PALLAPIZZA,VITORIA,2024-02-23,2024,8,4,16
PALLAPIZZA,ZARAGOZA,2024-02-23,2024,8,4,3
PALLAPIZZA,PAMPLONA,2024-02-24,2024,8,5,16
PALLAPIZZA,BILBAO,2024-02-24,2024,8,5,7
PALLAPIZZA,BURGOS,2024-02-24,2024,8,5,0
PALLAPIZZA,VITORIA,2024-02-24,2024,8,5,11
PALLAPIZZA,ZARAGOZA,2024-02-24,2024,8,5,15
PALLAPIZZA,PAMPLONA,2024-02-25,2024,8,6,8
PALLAPIZZA,BILBAO,2024-02-25,2024,8,6,6
PALLAPIZZA,BURGOS,2024-02-25,2024,8,6,13
PALLAPIZZA,VITORIA,2024-02-25,2024,8,6,20
PALLAPIZZA,ZARAGOZA,2024-02-25,2024,8,6,16
PALLAPIZZA,PAMPLONA,2024-02-26,2024,9,0,1
PALLAPIZZA,BILBAO,2024-02-26,2024,9,0,2
PALLAPIZZA,BURGOS,2024-02-26,2024,9,0,9
PALLAPIZZA,VITORIA,2024-02-26,2024,9,0,2
PALLAPIZZA,ZARAGOZA,2024-02-26,2024,9,0,9
PALLAPIZZA,PAMPLONA,2024-02-27,2024,9,1,6
PALLAPIZZA,BILBAO,2024-02-27,2024,9,1,5
PALLAPIZZA,BURGOS,2024-02-27,2024,9,1,5
PALLAPIZZA,VITORIA,2024-02-27,2024,9,1,7
PALLAPIZZA,ZARAGOZA,2024-02-27,2024,9,1,8
PALLAPIZZA,PAMPLONA,2024-02-28,2024,9,2,9
PALLAPIZZA,BILBAO,2024-02-28,2024,9,2,1
PALLAPIZZA,BURGOS,2024-02-28,2024,9,2,3
PALLAPIZZA,VITORIA,2024-02-28,2024,9,2,8
PALLAPIZZA,ZARAGOZA,2024-02-28,2024,9,2,2
PALLAPIZZA,PAMPLONA,2024-02-29,2024,9,3,1
PALLAPIZZA,BILBAO,2024-02-29,2024,9,3,6
PALLAPIZZA,BURGOS,2024-02-29,2024,9,3,4
PALLAPIZZA,VITORIA,2024-02-29,2024,9,3,7
PALLAPIZZA,ZARAGOZA,2024-02-29,2024,9,3,9
PALLAPIZZA,PAMPLONA,2024-03-01,2024,9,4,17
PALLAPIZZA,BILBAO,2024-03-01,2024,9,4,1
PALLAPIZZA,BURGOS,2024-03-01,2024,9,4,10
PALLAPIZZA,VITORIA,2024-03-01,2024,9,4,11
PALLAPIZZA,ZARAGOZA,2024-03-01,2024,9,4,20
PALLAPIZZA,PAMPLONA,2024-03-02,2024,9,5,4
PALLAPIZZA,BILBAO,2024-03-02,2024,9,5,12
PALLAPIZZA,BURGOS,2024-03-02,2024,9,5,5
PALLAPIZZA,VITORIA,2024-03-02,2024,9,5,2
PALLAPIZZA,ZARAGOZA,2024-03-02,2024,9,5,11
PALLAPIZZA,PAMPLONA,2024-03-03,2024,9,6,12
PALLAPIZZA,BILBAO,2024-03-03,2024,9,6,3
PALLAPIZZA,BURGOS,2024-03-03,2024,9,6,9
PALLAPIZZA,VITORIA,2024-03-03,2024,9,6,3
PALLAPIZZA,ZARAGOZA,2024-03-03,2024,9,6,17
PALLAPIZZA,PAMPLONA,2024-03-04,2024,10,0,2
PALLAPIZZA,BILBAO,2024-03-04,2024,10,0,8
PALLAPIZZA,BURGOS,2024-03-04,2024,10,0,0
PALLAPIZZA,VITORIA,2024-03-04,2024,10,0,8
PALLAPIZZA,ZARAGOZA,2024-03-04,2024,10,0,9
PALLAPIZZA,PAMPLONA,2024-03-05,2024,10,1,1
PALLAPIZZA,BILBAO,2024-03-05,2024,10,1,10
PALLAPIZZA,BURGOS,2024-03-05,2024,10,1,4
PALLAPIZZA,VITORIA,2024-03-05,2024,10,1,6
PALLAPIZZA,ZARAGOZA,2024-03-05,2024,10,1,3
PALLAPIZZA,PAMPLONA,2024-03-06,2024,10,2,8
PALLAPIZZA,BILBAO,2024-03-06,2024,10,2,2
PALLAPIZZA,BURGOS,2024-03-06,2024,10,2,3
PALLAPIZZA,VITORIA,2024-03-06,2024,10,2,10
PALLAPIZZA,ZARAGOZA,2024-03-06,2024,10,2,0
PALLAPIZZA,PAMPLONA,2024-03-07,2024,10,3,1
PALLAPIZZA,BILBAO,2024-03-07,2024,10,3,5
PALLAPIZZA,BURGOS,2024-03-07,2024,10,3,2
PALLAPIZZA,VITORIA,2024-03-07,2024,10,3,4
PALLAPIZZA,ZARAGOZA,2024-03-07,2024,10,3,0
PALLAPIZZA,PAMPLONA,2024-03-08,2024,10,4,17
PALLAPIZZA,BILBAO,2024-03-08,2024,10,4,11
PALLAPIZZA,BURGOS,2024-03-08,2024,10,4,15
PALLAPIZZA,VITORIA,2024-03-08,2024,10,4,6
PALLAPIZZA,ZARAGOZA,2024-03-08,2024,10,4,1
PALLAPIZZA,PAMPLONA,2024-03-09,2024,10,5,18
PALLAPIZZA,BILBAO,2024-03-09,2024,10,5,13
PALLAPIZZA,BURGOS,2024-03-09,2024,10,5,14
PALLAPIZZA,VITORIA,2024-03-09,2024,10,5,14
PALLAPIZZA,ZARAGOZA,2024-03-09,2024,10,5,5
PALLAPIZZA,PAMPLONA,2024-03-10,2024,10,6,2
PALLAPIZZA,BILBAO,2024-03-10,2024,10,6,4
PALLAPIZZA,BURGOS,2024-03-10,2024,10,6,0
PALLAPIZZA,VITORIA,2024-03-10,2024,10,6,20
PALLAPIZZA,ZARAGOZA,2024-03-10,2024,10,6,11
PALLAPIZZA,PAMPLONA,2024-03-11,2024,11,0,3
PALLAPIZZA,BILBAO,2024-03-11,2024,11,0,0
PALLAPIZZA,BURGOS,2024-03-11,2024,11,0,4
PALLAPIZZA,VITORIA,2024-03-11,2024,11,0,7
PALLAPIZZA,ZARAGOZA,2024-03-11,2024,11,0,2
PALLAPIZZA,PAMPLONA,2024-03-12,2024,11,1,0
PALLAPIZZA,BILBAO,2024-03-12,2024,11,1,5
PALLAPIZZA,BURGOS,2024-03-12,2024,11,1,3
PALLAPIZZA,VITORIA,2024-03-12,2024,11,1,0
PALLAPIZZA,ZARAGOZA,2024-03-12,2024,11,1,6
PALLAPIZZA,PAMPLONA,2024-03-13,2024,11,2,4
PALLAPIZZA,BILBAO,2024-03-13,2024,11,2,2
PALLAPIZZA,BURGOS,2024-03-13,2024,11,2,9
PALLAPIZZA,VITORIA,2024-03-13,2024,11,2,6
PALLAPIZZA,ZARAGOZA,2024-03-13,2024,11,2,4
PALLAPIZZA,PAMPLONA,2024-03-14,2024,11,3,1
PALLAPIZZA,BILBAO,2024-03-14,2024,11,3,8
PALLAPIZZA,BURGOS,2024-03-14,2024,11,3,5
PALLAPIZZA,VITORIA,2024-03-14,2024,11,3,9
PALLAPIZZA,ZARAGOZA,2024-03-14,2024,11,3,4
PALLAPIZZA,PAMPLONA,2024-03-15,2024,11,4,14
PALLAPIZZA,BILBAO,2024-03-15,2024,11,4,13
PALLAPIZZA,BURGOS,2024-03-15,2024,11,4,15
PALLAPIZZA,VITORIA,2024-03-15,2024,11,4,16
PALLAPIZZA,ZARAGOZA,2024-03-15,2024,11,4,6
PALLAPIZZA,PAMPLONA,2024-03-16,2024,11,5,2
PALLAPIZZA,BILBAO,2024-03-16,2024,11,5,7
PALLAPIZZA,BURGOS,2024-03-16,2024,11,5,16
PALLAPIZZA,VITORIA,2024-03-16,2024,11,5,6
PALLAPIZZA,ZARAGOZA,2024-03-16,2024,11,5,13
PALLAPIZZA,PAMPLONA,2024-03-17,2024,11,6,8
PALLAPIZZA,BILBAO,2024-03-17,2024,11,6,5
PALLAPIZZA,BURGOS,2024-03-17,2024,11,6,3
PALLAPIZZA,VITORIA,2024-03-17,2024,11,6,13
PALLAPIZZA,ZARAGOZA,2024-03-17,2024,11,6,4
PALLAPIZZA,PAMPLONA,2024-03-18,2024,12,0,6
PALLAPIZZA,BILBAO,2024-03-18,2024,12,0,10
PALLAPIZZA,BURGOS,2024-03-18,2024,12,0,0
PALLAPIZZA,VITORIA,2024-03-18,2024,12,0,2
PALLAPIZZA,ZARAGOZA,2024-03-18,2024,12,0,3
PALLAPIZZA,PAMPLONA,2024-03-19,2024,12,1,2
PALLAPIZZA,BILBAO,2024-03-19,2024,12,1,0
PALLAPIZZA,BURGOS,2024-03-19,2024,12,1,3
PALLAPIZZA,VITORIA,2024-03-19,2024,12,1,4
PALLAPIZZA,ZARAGOZA,2024-03-19,2024,12,1,8
PALLAPIZZA,PAMPLONA,2024-03-20,2024,12,2,10
PALLAPIZZA,BILBAO,2024-03-20,2024,12,2,4
PALLAPIZZA,BURGOS,2024-03-20,2024,12,2,8
PALLAPIZZA,VITORIA,2024-03-20,2024,12,2,3
PALLAPIZZA,ZARAGOZA,2024-03-20,2024,12,2,0
PALLAPIZZA,PAMPLONA,2024-03-21,2024,12,3,6
PALLAPIZZA,BILBAO,2024-03-21,2024,12,3,0
PALLAPIZZA,BURGOS,2024-03-21,2024,12,3,3
PALLAPIZZA,VITORIA,2024-03-21,2024,12,3,1
PALLAPIZZA,ZARAGOZA,2024-03-21,2024,12,3,6
PALLAPIZZA,PAMPLONA,2024-03-22,2024,12,4,17
PALLAPIZZA,BILBAO,2024-03-22,2024,12,4,17
PALLAPIZZA,BURGOS,2024-03-22,2024,12,4,15
PALLAPIZZA,VITORIA,2024-03-22,2024,12,4,8
PALLAPIZZA,ZARAGOZA,2024-03-22,2024,12,4,20
PALLAPIZZA,PAMPLONA,2024-03-23,2024,12,5,3
PALLAPIZZA,BILBAO,2024-03-23,2024,12,5,8
PALLAPIZZA,BURGOS,2024-03-23,2024,12,5,19
PALLAPIZZA,VITORIA,2024-03-23,2024,12,5,8
PALLAPIZZA,ZARAGOZA,2024-03-23,2024,12,5,12
PALLAPIZZA,PAMPLONA,2024-03-24,2024,12,6,16
PALLAPIZZA,BILBAO,2024-03-24,2024,12,6,10
PALLAPIZZA,BURGOS,2024-03-24,2024,12,6,15
PALLAPIZZA,VITORIA,2024-03-24,2024,12,6,12
PALLAPIZZA,ZARAGOZA,2024-03-24,2024,12,6,20
PALLAPIZZA,PAMPLONA,2024-03-25,2024,13,0,7
PALLAPIZZA,BILBAO,2024-03-25,2024,13,0,6
