p_company_name,p_venue_name,date,p_year,p_week_number,weekday,product_code,product_name,stock,capacity
PALLAPIZZA,ZARAGOZA,2025-01-01,2025,1,2,PROD_8,Pimientos asados,94,168
PALLAPIZZA,ZARAGOZA,2025-01-01,2025,1,2,PROD_9,Aceite de oliva virgen extra,75,133
PALLAPIZZA,ZARAGOZA,2025-01-01,2025,1,2,PROD_10,Anchoas,112,149
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_1,Mozzarella,120,166
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_2,Aceitunas,96,136
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_3,Tomate triturado,83,183
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_4,Harina de trigo,66,139
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_5,Cerveza Mahou,70,180
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_6,Jamón ibérico,104,141
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_7,Champiñones,81,143
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_8,Pimientos asados,95,168
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_9,Aceite de oliva virgen extra,71,133
PALLAPIZZA,PAMPLONA,2025-01-02,2025,1,3,PROD_10,Anchoas,111,149
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_1,Mozzarella,112,166
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_2,Aceitunas,53,136
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_3,Tomate triturado,123,183
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_4,Harina de trigo,81,139
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_5,Cerveza Mahou,132,180
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_6,Jamón ibérico,109,141
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_7,Champiñones,103,143
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_8,Pimientos asados,120,168
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_9,Aceite de oliva virgen extra,75,133
PALLAPIZZA,BILBAO,2025-01-02,2025,1,3,PROD_10,Anchoas,65,149
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_1,Mozzarella,125,166
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_2,Aceitunas,59,136
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_3,Tomate triturado,140,183
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_4,Harina de trigo,54,139
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_5,Cerveza Mahou,96,180
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_6,Jamón ibérico,92,141
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_7,Champiñones,66,143
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_8,Pimientos asados,129,168
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_9,Aceite de oliva virgen extra,83,133
PALLAPIZZA,BURGOS,2025-01-02,2025,1,3,PROD_10,Anchoas,115,149
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_1,Mozzarella,115,166
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_2,Aceitunas,103,136
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_3,Tomate triturado,110,183
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_4,Harina de trigo,75,139
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_5,Cerveza Mahou,92,180
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_6,Jamón ibérico,85,141
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_7,Champiñones,54,143
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_8,Pimientos asados,122,168
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_9,Aceite de oliva virgen extra,96,133
PALLAPIZZA,VITORIA,2025-01-02,2025,1,3,PROD_10,Anchoas,87,149
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_1,Mozzarella,128,166
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_2,Aceitunas,90,136
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_3,Tomate triturado,138,183
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_4,Harina de trigo,73,139
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_5,Cerveza Mahou,88,180
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_6,Jamón ibérico,87,141
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_7,Champiñones,107,143
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_8,Pimientos asados,93,168
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_9,Aceite de oliva virgen extra,73,133
PALLAPIZZA,ZARAGOZA,2025-01-02,2025,1,3,PROD_10,Anchoas,110,149
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_1,Mozzarella,117,166
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_2,Aceitunas,95,136
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_3,Tomate triturado,80,183
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_4,Harina de trigo,63,139
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_5,Cerveza Mahou,67,180
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_6,Jamón ibérico,100,141
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_7,Champiñones,78,143
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_8,Pimientos asados,94,168
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_9,Aceite de oliva virgen extra,68,133
PALLAPIZZA,PAMPLONA,2025-01-03,2025,1,4,PROD_10,Anchoas,110,149
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_1,Mozzarella,109,166
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_2,Aceitunas,51,136
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_3,Tomate triturado,121,183
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_4,Harina de trigo,78,139
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_5,Cerveza Mahou,129,180
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_6,Jamón ibérico,107,141
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_7,Champiñones,100,143
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_8,Pimientos asados,118,168
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_9,Aceite de oliva virgen extra,73,133
PALLAPIZZA,BILBAO,2025-01-03,2025,1,4,PROD_10,Anchoas,62,149
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_1,Mozzarella,123,166
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_2,Aceitunas,57,136
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_3,Tomate triturado,138,183
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_4,Harina de trigo,51,139
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_5,Cerveza Mahou,93,180
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_6,Jamón ibérico,90,141
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_7,Champiñones,63,143
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_8,Pimientos asados,126,168
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_9,Aceite de oliva virgen extra,80,133
PALLAPIZZA,BURGOS,2025-01-03,2025,1,4,PROD_10,Anchoas,112,149
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_1,Mozzarella,112,166
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_2,Aceitunas,100,136
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_3,Tomate triturado,107,183
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_4,Harina de trigo,74,139
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_5,Cerveza Mahou,90,180
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_6,Jamón ibérico,82,141
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_7,Champiñones,52,143
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_8,Pimientos asados,120,168
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_9,Aceite de oliva virgen extra,95,133
PALLAPIZZA,VITORIA,2025-01-03,2025,1,4,PROD_10,Anchoas,84,149
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_1,Mozzarella,124,166
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_2,Aceitunas,88,136
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_3,Tomate triturado,135,183
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_4,Harina de trigo,70,139
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_5,Cerveza Mahou,86,180
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_6,Jamón ibérico,84,141
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_7,Champiñones,105,143
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_8,Pimientos asados,91,168
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_9,Aceite de oliva virgen extra,70,133
PALLAPIZZA,ZARAGOZA,2025-01-03,2025,1,4,PROD_10,Anchoas,108,149
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_1,Mozzarella,113,166
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_2,Aceitunas,90,136
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_3,Tomate triturado,77,183
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_4,Harina de trigo,60,139
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_5,Cerveza Mahou,64,180
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_6,Jamón ibérico,96,141
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_7,Champiñones,74,143
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_8,Pimientos asados,91,168
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_9,Aceite de oliva virgen extra,66,133
PALLAPIZZA,PAMPLONA,2025-01-04,2025,1,5,PROD_10,Anchoas,107,149
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_1,Mozzarella,106,166
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_2,Aceitunas,47,136
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_3,Tomate triturado,118,183
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_4,Harina de trigo,75,139
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_5,Cerveza Mahou,125,180
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_6,Jamón ibérico,104,141
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_7,Champiñones,97,143
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_8,Pimientos asados,114,168
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_9,Aceite de oliva virgen extra,69,133
PALLAPIZZA,BILBAO,2025-01-04,2025,1,5,PROD_10,Anchoas,58,149
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_1,Mozzarella,120,166
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_2,Aceitunas,54,136
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_3,Tomate triturado,133,183
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_4,Harina de trigo,48,139
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_5,Cerveza Mahou,89,180
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_6,Jamón ibérico,86,141
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_7,Champiñones,61,143
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_8,Pimientos asados,123,168
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_9,Aceite de oliva virgen extra,77,133
PALLAPIZZA,BURGOS,2025-01-04,2025,1,5,PROD_10,Anchoas,109,149
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_1,Mozzarella,108,166
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_2,Aceitunas,96,136
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_3,Tomate triturado,103,183
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_4,Harina de trigo,70,139
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_5,Cerveza Mahou,88,180
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_6,Jamón ibérico,79,141
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_7,Champiñones,48,143
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_8,Pimientos asados,116,168
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_9,Aceite de oliva virgen extra,92,133
PALLAPIZZA,VITORIA,2025-01-04,2025,1,5,PROD_10,Anchoas,82,149
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_1,Mozzarella,119,166
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_2,Aceitunas,83,136
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_3,Tomate triturado,133,183
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_4,Harina de trigo,67,139
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_5,Cerveza Mahou,83,180
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_6,Jamón ibérico,80,141
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_7,Champiñones,101,143
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_8,Pimientos asados,86,168
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_9,Aceite de oliva virgen extra,67,133
PALLAPIZZA,ZARAGOZA,2025-01-04,2025,1,5,PROD_10,Anchoas,104,149
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_1,Mozzarella,110,166
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_2,Aceitunas,88,136
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_3,Tomate triturado,75,183
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_4,Harina de trigo,58,139
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_5,Cerveza Mahou,61,180
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_6,Jamón ibérico,94,141
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_7,Champiñones,71,143
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_8,Pimientos asados,88,168
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_9,Aceite de oliva virgen extra,63,133
PALLAPIZZA,PAMPLONA,2025-01-05,2025,1,6,PROD_10,Anchoas,104,149
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_1,Mozzarella,103,166
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_2,Aceitunas,44,136
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_3,Tomate triturado,117,183
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_4,Harina de trigo,73,139
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_5,Cerveza Mahou,122,180
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_6,Jamón ibérico,101,141
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_7,Champiñones,95,143
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_8,Pimientos asados,112,168
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_9,Aceite de oliva virgen extra,68,133
PALLAPIZZA,BILBAO,2025-01-05,2025,1,6,PROD_10,Anchoas,55,149
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_1,Mozzarella,118,166
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_2,Aceitunas,52,136
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_3,Tomate triturado,130,183
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_4,Harina de trigo,45,139
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_5,Cerveza Mahou,88,180
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_6,Jamón ibérico,83,141
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_7,Champiñones,59,143
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_8,Pimientos asados,120,168
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_9,Aceite de oliva virgen extra,75,133
PALLAPIZZA,BURGOS,2025-01-05,2025,1,6,PROD_10,Anchoas,106,149
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_1,Mozzarella,105,166
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_2,Aceitunas,94,136
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_3,Tomate triturado,101,183
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_4,Harina de trigo,67,139
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_5,Cerveza Mahou,86,180
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_6,Jamón ibérico,77,141
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_7,Champiñones,46,143
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_8,Pimientos asados,113,168
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_9,Aceite de oliva virgen extra,89,133
PALLAPIZZA,VITORIA,2025-01-05,2025,1,6,PROD_10,Anchoas,81,149
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_1,Mozzarella,117,166
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_2,Aceitunas,80,136
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_3,Tomate triturado,131,183
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_4,Harina de trigo,63,139
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_5,Cerveza Mahou,81,180
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_6,Jamón ibérico,77,141
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_7,Champiñones,100,143
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_8,Pimientos asados,84,168
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_9,Aceite de oliva virgen extra,65,133
PALLAPIZZA,ZARAGOZA,2025-01-05,2025,1,6,PROD_10,Anchoas,101,149
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_1,Mozzarella,108,166
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_2,Aceitunas,88,136
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_3,Tomate triturado,74,183
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_4,Harina de trigo,57,139
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_5,Cerveza Mahou,60,180
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_6,Jamón ibérico,93,141
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_7,Champiñones,69,143
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_8,Pimientos asados,88,168
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_9,Aceite de oliva virgen extra,62,133
PALLAPIZZA,PAMPLONA,2025-01-06,2025,2,0,PROD_10,Anchoas,103,149
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_1,Mozzarella,102,166
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_2,Aceitunas,44,136
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_3,Tomate triturado,117,183
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_4,Harina de trigo,73,139
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_5,Cerveza Mahou,122,180
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_6,Jamón ibérico,101,141
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_7,Champiñones,94,143
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_8,Pimientos asados,112,168
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_9,Aceite de oliva virgen extra,68,133
PALLAPIZZA,BILBAO,2025-01-06,2025,2,0,PROD_10,Anchoas,55,149
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_1,Mozzarella,118,166
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_2,Aceitunas,52,136
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_3,Tomate triturado,130,183
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_4,Harina de trigo,45,139
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_5,Cerveza Mahou,88,180
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_6,Jamón ibérico,82,141
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_7,Champiñones,58,143
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_8,Pimientos asados,120,168
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_9,Aceite de oliva virgen extra,75,133
PALLAPIZZA,BURGOS,2025-01-06,2025,2,0,PROD_10,Anchoas,106,149
PALLAPIZZA,VITORIA,2025-01-06,2025,2,0,PROD_1,Mozzarella,105,166
PALLAPIZZA,VITORIA,2025-01-06,2025,2,0,PROD_2,Aceitunas,94,136
