p_company_name,p_venue_name,p_year,p_week_number,product,product_total_price,quantity,product_unitary_price
PALLAPIZZA,ZARAGOZA,2024,19,PROD_9,481.91,13,37.07
PALLAPIZZA,PAMPLONA,2024,20,PROD_5,221.55,5,44.31
PALLAPIZZA,BILBAO,2024,20,PROD_3,337.68,18,18.76
PALLAPIZZA,BURGOS,2024,20,PROD_7,840.06,18,46.67
PALLAPIZZA,VITORIA,2024,20,PROD_6,241.2,6,40.2
PALLAPIZZA,ZARAGOZA,2024,20,PROD_10,141.7,10,14.17
PALLAPIZZA,PAMPLONA,2024,21,PROD_9,148.28,4,37.07
PALLAPIZZA,BILBAO,2024,21,PROD_1,16.96,2,8.48
PALLAPIZZA,BURGOS,2024,21,PROD_7,653.38,14,46.67
PALLAPIZZA,VITORIA,2024,21,PROD_6,321.6,8,40.2
PALLAPIZZA,ZARAGOZA,2024,21,PROD_1,33.92,4,8.48
PALLAPIZZA,PAMPLONA,2024,22,PROD_9,296.56,8,37.07
PALLAPIZZA,BILBAO,2024,22,PROD_3,243.88,13,18.76
PALLAPIZZA,BURGOS,2024,22,PROD_8,216.9,18,12.05
PALLAPIZZA,VITORIA,2024,22,PROD_8,156.65,13,12.05
PALLAPIZZA,ZARAGOZA,2024,22,PROD_6,562.8,14,40.2
PALLAPIZZA,PAMPLONA,2024,23,PROD_9,74.14,2,37.07
PALLAPIZZA,BILBAO,2024,23,PROD_10,141.7,10,14.17
PALLAPIZZA,BURGOS,2024,23,PROD_7,420.03,9,46.67
PALLAPIZZA,VITORIA,2024,23,PROD_1,25.44,3,8.48
PALLAPIZZA,ZARAGOZA,2024,23,PROD_10,212.55,15,14.17
PALLAPIZZA,PAMPLONA,2024,24,PROD_7,46.67,1,46.67
PALLAPIZZA,BILBAO,2024,24,PROD_2,187.88,14,13.42
PALLAPIZZA,BURGOS,2024,24,PROD_4,20.19,3,6.73
PALLAPIZZA,VITORIA,2024,24,PROD_8,156.65,13,12.05
PALLAPIZZA,ZARAGOZA,2024,24,PROD_1,59.36,7,8.48
PALLAPIZZA,PAMPLONA,2024,25,PROD_8,144.6,12,12.05
PALLAPIZZA,BILBAO,2024,25,PROD_2,147.62,11,13.42
PALLAPIZZA,BURGOS,2024,25,PROD_9,444.84,12,37.07
PALLAPIZZA,VITORIA,2024,25,PROD_9,185.35,5,37.07
PALLAPIZZA,ZARAGOZA,2024,25,PROD_1,169.6,20,8.48
PALLAPIZZA,PAMPLONA,2024,26,PROD_8,84.35,7,12.05
PALLAPIZZA,BILBAO,2024,26,PROD_4,6.73,1,6.73
PALLAPIZZA,BURGOS,2024,26,PROD_3,300.16,16,18.76
PALLAPIZZA,VITORIA,2024,26,PROD_6,241.2,6,40.2
PALLAPIZZA,ZARAGOZA,2024,26,PROD_10,155.87,11,14.17
PALLAPIZZA,PAMPLONA,2024,27,PROD_2,26.84,2,13.42
PALLAPIZZA,BILBAO,2024,27,PROD_9,370.7,10,37.07
PALLAPIZZA,BURGOS,2024,27,PROD_5,487.41,11,44.31
PALLAPIZZA,VITORIA,2024,27,PROD_5,265.86,6,44.31
PALLAPIZZA,ZARAGOZA,2024,27,PROD_3,281.4,15,18.76
PALLAPIZZA,PAMPLONA,2024,28,PROD_10,70.85,5,14.17
PALLAPIZZA,BILBAO,2024,28,PROD_8,180.75,15,12.05
PALLAPIZZA,BURGOS,2024,28,PROD_2,147.62,11,13.42
PALLAPIZZA,VITORIA,2024,28,PROD_2,13.42,1,13.42
PALLAPIZZA,ZARAGOZA,2024,28,PROD_10,170.04,12,14.17
PALLAPIZZA,PAMPLONA,2024,29,PROD_3,375.2,20,18.76
PALLAPIZZA,BILBAO,2024,29,PROD_1,110.24,13,8.48
PALLAPIZZA,BURGOS,2024,29,PROD_1,25.44,3,8.48
PALLAPIZZA,VITORIA,2024,29,PROD_8,192.8,16,12.05
PALLAPIZZA,ZARAGOZA,2024,29,PROD_8,180.75,15,12.05
PALLAPIZZA,PAMPLONA,2024,30,PROD_4,13.46,2,6.73
PALLAPIZZA,BILBAO,2024,30,PROD_9,296.56,8,37.07
PALLAPIZZA,BURGOS,2024,30,PROD_8,180.75,15,12.05
PALLAPIZZA,VITORIA,2024,30,PROD_3,300.16,16,18.76
PALLAPIZZA,ZARAGOZA,2024,30,PROD_10,240.89,17,14.17
PALLAPIZZA,PAMPLONA,2024,31,PROD_8,144.6,12,12.05
PALLAPIZZA,BILBAO,2024,31,PROD_10,255.06,18,14.17
PALLAPIZZA,BURGOS,2024,31,PROD_7,46.67,1,46.67
PALLAPIZZA,VITORIA,2024,31,PROD_10,269.23,19,14.17
PALLAPIZZA,ZARAGOZA,2024,31,PROD_3,150.08,8,18.76
PALLAPIZZA,PAMPLONA,2024,32,PROD_1,16.96,2,8.48
PALLAPIZZA,BILBAO,2024,32,PROD_9,481.91,13,37.07
PALLAPIZZA,BURGOS,2024,32,PROD_2,120.78,9,13.42
PALLAPIZZA,VITORIA,2024,32,PROD_9,593.12,16,37.07
PALLAPIZZA,ZARAGOZA,2024,32,PROD_5,487.41,11,44.31
PALLAPIZZA,PAMPLONA,2024,33,PROD_5,841.89,19,44.31
PALLAPIZZA,BILBAO,2024,33,PROD_5,576.03,13,44.31
PALLAPIZZA,BURGOS,2024,33,PROD_1,33.92,4,8.48
PALLAPIZZA,VITORIA,2024,33,PROD_8,108.45,9,12.05
PALLAPIZZA,ZARAGOZA,2024,33,PROD_5,841.89,19,44.31
PALLAPIZZA,PAMPLONA,2024,34,PROD_5,487.41,11,44.31
PALLAPIZZA,BILBAO,2024,34,PROD_4,53.84,8,6.73
PALLAPIZZA,BURGOS,2024,34,PROD_10,113.36,8,14.17
PALLAPIZZA,VITORIA,2024,34,PROD_2,13.42,1,13.42
PALLAPIZZA,ZARAGOZA,2024,34,PROD_10,113.36,8,14.17
PALLAPIZZA,PAMPLONA,2024,35,PROD_3,375.2,20,18.76
PALLAPIZZA,BILBAO,2024,35,PROD_4,60.57,9,6.73
PALLAPIZZA,BURGOS,2024,35,PROD_7,186.68,4,46.67
PALLAPIZZA,VITORIA,2024,35,PROD_7,140.01,3,46.67
PALLAPIZZA,ZARAGOZA,2024,35,PROD_1,8.48,1,8.48
PALLAPIZZA,PAMPLONA,2024,36,PROD_2,268.4,20,13.42
PALLAPIZZA,BILBAO,2024,36,PROD_2,174.46,13,13.42
PALLAPIZZA,BURGOS,2024,36,PROD_8,84.35,7,12.05
PALLAPIZZA,VITORIA,2024,36,PROD_1,127.2,15,8.48
PALLAPIZZA,ZARAGOZA,2024,36,PROD_1,16.96,2,8.48
PALLAPIZZA,PAMPLONA,2024,37,PROD_2,26.84,2,13.42
PALLAPIZZA,BILBAO,2024,37,PROD_10,56.68,4,14.17
PALLAPIZZA,BURGOS,2024,37,PROD_7,420.03,9,46.67
PALLAPIZZA,VITORIA,2024,37,PROD_5,44.31,1,44.31
PALLAPIZZA,ZARAGOZA,2024,37,PROD_9,704.33,19,37.07
PALLAPIZZA,PAMPLONA,2024,38,PROD_10,155.87,11,14.17
PALLAPIZZA,BILBAO,2024,38,PROD_10,42.51,3,14.17
PALLAPIZZA,BURGOS,2024,38,PROD_4,40.38,6,6.73
PALLAPIZZA,VITORIA,2024,38,PROD_7,93.34,2,46.67
PALLAPIZZA,ZARAGOZA,2024,38,PROD_5,177.24,4,44.31
PALLAPIZZA,PAMPLONA,2024,39,PROD_8,228.95,19,12.05
PALLAPIZZA,BILBAO,2024,39,PROD_8,36.15,3,12.05
PALLAPIZZA,BURGOS,2024,39,PROD_4,47.11,7,6.73
PALLAPIZZA,VITORIA,2024,39,PROD_7,280.02,6,46.67
PALLAPIZZA,ZARAGOZA,2024,39,PROD_1,42.4,5,8.48
PALLAPIZZA,PAMPLONA,2024,40,PROD_3,337.68,18,18.76
PALLAPIZZA,BILBAO,2024,40,PROD_3,56.28,3,18.76
PALLAPIZZA,BURGOS,2024,40,PROD_7,373.36,8,46.67
PALLAPIZZA,VITORIA,2024,40,PROD_1,152.64,18,8.48
PALLAPIZZA,ZARAGOZA,2024,40,PROD_7,93.34,2,46.67
PALLAPIZZA,PAMPLONA,2024,41,PROD_9,556.05,15,37.07
PALLAPIZZA,BILBAO,2024,41,PROD_4,114.41,17,6.73
PALLAPIZZA,BURGOS,2024,41,PROD_4,60.57,9,6.73
PALLAPIZZA,VITORIA,2024,41,PROD_2,174.46,13,13.42
PALLAPIZZA,ZARAGOZA,2024,41,PROD_5,841.89,19,44.31
PALLAPIZZA,PAMPLONA,2024,42,PROD_5,88.62,2,44.31
PALLAPIZZA,BILBAO,2024,42,PROD_8,48.2,4,12.05
PALLAPIZZA,BURGOS,2024,42,PROD_9,259.49,7,37.07
PALLAPIZZA,VITORIA,2024,42,PROD_8,132.55,11,12.05
PALLAPIZZA,ZARAGOZA,2024,42,PROD_5,664.65,15,44.31
PALLAPIZZA,PAMPLONA,2024,43,PROD_4,114.41,17,6.73
PALLAPIZZA,BILBAO,2024,43,PROD_2,93.94,7,13.42
PALLAPIZZA,BURGOS,2024,43,PROD_3,262.64,14,18.76
PALLAPIZZA,VITORIA,2024,43,PROD_4,87.49,13,6.73
PALLAPIZZA,ZARAGOZA,2024,43,PROD_5,841.89,19,44.31
PALLAPIZZA,PAMPLONA,2024,44,PROD_10,99.19,7,14.17
PALLAPIZZA,BILBAO,2024,44,PROD_2,161.04,12,13.42
PALLAPIZZA,BURGOS,2024,44,PROD_5,531.72,12,44.31
PALLAPIZZA,VITORIA,2024,44,PROD_8,204.85,17,12.05
PALLAPIZZA,ZARAGOZA,2024,44,PROD_1,76.32,9,8.48
PALLAPIZZA,PAMPLONA,2024,45,PROD_6,160.8,4,40.2
PALLAPIZZA,BILBAO,2024,45,PROD_4,53.84,8,6.73
PALLAPIZZA,BURGOS,2024,45,PROD_2,120.78,9,13.42
PALLAPIZZA,VITORIA,2024,45,PROD_9,407.77,11,37.07
PALLAPIZZA,ZARAGOZA,2024,45,PROD_8,24.1,2,12.05
PALLAPIZZA,PAMPLONA,2024,46,PROD_3,93.8,5,18.76
PALLAPIZZA,BILBAO,2024,46,PROD_9,630.19,17,37.07
PALLAPIZZA,BURGOS,2024,46,PROD_10,42.51,3,14.17
PALLAPIZZA,VITORIA,2024,46,PROD_3,168.84,9,18.76
PALLAPIZZA,ZARAGOZA,2024,46,PROD_4,121.14,18,6.73
PALLAPIZZA,PAMPLONA,2024,47,PROD_1,127.2,15,8.48
PALLAPIZZA,BILBAO,2024,47,PROD_9,148.28,4,37.07
PALLAPIZZA,BURGOS,2024,47,PROD_5,265.86,6,44.31
PALLAPIZZA,VITORIA,2024,47,PROD_6,804.0,20,40.2
PALLAPIZZA,ZARAGOZA,2024,47,PROD_9,518.98,14,37.07
PALLAPIZZA,PAMPLONA,2024,48,PROD_1,8.48,1,8.48
PALLAPIZZA,BILBAO,2024,48,PROD_8,72.3,6,12.05
PALLAPIZZA,BURGOS,2024,48,PROD_2,254.98,19,13.42
PALLAPIZZA,VITORIA,2024,48,PROD_7,653.38,14,46.67
PALLAPIZZA,ZARAGOZA,2024,48,PROD_2,107.36,8,13.42
PALLAPIZZA,PAMPLONA,2024,49,PROD_4,60.57,9,6.73
PALLAPIZZA,BILBAO,2024,49,PROD_7,513.37,11,46.67
PALLAPIZZA,BURGOS,2024,49,PROD_4,6.73,1,6.73
PALLAPIZZA,VITORIA,2024,49,PROD_8,216.9,18,12.05
PALLAPIZZA,ZARAGOZA,2024,49,PROD_10,99.19,7,14.17
PALLAPIZZA,PAMPLONA,2024,50,PROD_9,518.98,14,37.07
PALLAPIZZA,BILBAO,2024,50,PROD_10,155.87,11,14.17
PALLAPIZZA,BURGOS,2024,50,PROD_7,93.34,2,46.67
PALLAPIZZA,VITORIA,2024,50,PROD_7,373.36,8,46.67
PALLAPIZZA,ZARAGOZA,2024,50,PROD_4,40.38,6,6.73
PALLAPIZZA,PAMPLONA,2024,51,PROD_1,67.84,8,8.48
PALLAPIZZA,BILBAO,2024,51,PROD_7,840.06,18,46.67
PALLAPIZZA,BURGOS,2024,51,PROD_4,67.3,10,6.73
PALLAPIZZA,VITORIA,2024,51,PROD_5,664.65,15,44.31
PALLAPIZZA,ZARAGOZA,2024,51,PROD_4,60.57,9,6.73
PALLAPIZZA,PAMPLONA,2024,52,PROD_7,420.03,9,46.67
PALLAPIZZA,BILBAO,2024,52,PROD_8,204.85,17,12.05
PALLAPIZZA,BURGOS,2024,52,PROD_3,112.56,6,18.76
PALLAPIZZA,VITORIA,2024,52,PROD_4,100.95,15,6.73
PALLAPIZZA,ZARAGOZA,2024,52,PROD_8,36.15,3,12.05
PALLAPIZZA,PAMPLONA,2025,1,PROD_7,560.04,12,46.67
PALLAPIZZA,BILBAO,2025,1,PROD_3,281.4,15,18.76
PALLAPIZZA,BURGOS,2025,1,PROD_5,531.72,12,44.31
PALLAPIZZA,VITORIA,2025,1,PROD_4,121.14,18,6.73
PALLAPIZZA,ZARAGOZA,2025,1,PROD_3,206.36,11,18.76
PALLAPIZZA,PAMPLONA,2025,2,PROD_3,225.12,12,18.76
PALLAPIZZA,BILBAO,2025,2,PROD_5,44.31,1,44.31
PALLAPIZZA,BURGOS,2025,2,PROD_3,112.56,6,18.76
PALLAPIZZA,VITORIA,2025,2,PROD_7,886.73,19,46.67
PALLAPIZZA,ZARAGOZA,2025,2,PROD_8,36.15,3,12.05
PALLAPIZZA,PAMPLONA,2025,3,PROD_4,40.38,6,6.73
PALLAPIZZA,BILBAO,2025,3,PROD_9,370.7,10,37.07
PALLAPIZZA,BURGOS,2025,3,PROD_10,184.21,13,14.17
PALLAPIZZA,VITORIA,2025,3,PROD_5,753.27,17,44.31
PALLAPIZZA,ZARAGOZA,2025,3,PROD_6,442.2,11,40.2
PALLAPIZZA,PAMPLONA,2025,4,PROD_8,120.5,10,12.05
PALLAPIZZA,BILBAO,2025,4,PROD_8,132.55,11,12.05
PALLAPIZZA,BURGOS,2025,4,PROD_8,144.6,12,12.05
PALLAPIZZA,VITORIA,2025,4,PROD_8,241.0,20,12.05
PALLAPIZZA,ZARAGOZA,2025,4,PROD_9,111.21,3,37.07
PALLAPIZZA,PAMPLONA,2025,5,PROD_4,80.76,12,6.73
PALLAPIZZA,BILBAO,2025,5,PROD_5,354.48,8,44.31
PALLAPIZZA,BURGOS,2025,5,PROD_1,135.68,16,8.48
PALLAPIZZA,VITORIA,2025,5,PROD_6,562.8,14,40.2
PALLAPIZZA,ZARAGOZA,2025,5,PROD_3,281.4,15,18.76
PALLAPIZZA,PAMPLONA,2025,6,PROD_6,281.4,7,40.2
PALLAPIZZA,BILBAO,2025,6,PROD_9,518.98,14,37.07
PALLAPIZZA,BURGOS,2025,6,PROD_8,72.3,6,12.05
PALLAPIZZA,VITORIA,2025,6,PROD_1,67.84,8,8.48
PALLAPIZZA,ZARAGOZA,2025,6,PROD_8,48.2,4,12.05
PALLAPIZZA,PAMPLONA,2025,7,PROD_2,228.14,17,13.42
PALLAPIZZA,BILBAO,2025,7,PROD_8,12.05,1,12.05
PALLAPIZZA,BURGOS,2025,7,PROD_7,606.71,13,46.67
PALLAPIZZA,VITORIA,2025,7,PROD_10,212.55,15,14.17
PALLAPIZZA,ZARAGOZA,2025,7,PROD_6,321.6,8,40.2
PALLAPIZZA,PAMPLONA,2025,8,PROD_10,226.72,16,14.17
PALLAPIZZA,BILBAO,2025,8,PROD_10,99.19,7,14.17
PALLAPIZZA,BURGOS,2025,8,PROD_5,310.17,7,44.31
PALLAPIZZA,VITORIA,2025,8,PROD_1,42.4,5,8.48
PALLAPIZZA,ZARAGOZA,2025,8,PROD_6,402.0,10,40.2
PALLAPIZZA,PAMPLONA,2025,9,PROD_5,797.58,18,44.31
PALLAPIZZA,BILBAO,2025,9,PROD_3,225.12,12,18.76
PALLAPIZZA,BURGOS,2025,9,PROD_8,36.15,3,12.05
PALLAPIZZA,VITORIA,2025,9,PROD_5,531.72,12,44.31
PALLAPIZZA,ZARAGOZA,2025,9,PROD_8,168.7,14,12.05
PALLAPIZZA,PAMPLONA,2025,10,PROD_9,333.63,9,37.07
PALLAPIZZA,BILBAO,2025,10,PROD_9,667.26,18,37.07
PALLAPIZZA,BURGOS,2025,10,PROD_2,254.98,19,13.42
PALLAPIZZA,VITORIA,2025,10,PROD_2,228.14,17,13.42
PALLAPIZZA,ZARAGOZA,2025,10,PROD_6,241.2,6,40.2
PALLAPIZZA,PAMPLONA,2025,11,PROD_3,37.52,2,18.76
PALLAPIZZA,BILBAO,2025,11,PROD_9,37.07,1,37.07
PALLAPIZZA,BURGOS,2025,11,PROD_3,93.8,5,18.76
PALLAPIZZA,VITORIA,2025,11,PROD_2,80.52,6,13.42
PALLAPIZZA,ZARAGOZA,2025,11,PROD_10,240.89,17,14.17
PALLAPIZZA,PAMPLONA,2025,12,PROD_5,664.65,15,44.31
PALLAPIZZA,BILBAO,2025,12,PROD_8,204.85,17,12.05
PALLAPIZZA,BURGOS,2025,12,PROD_6,442.2,11,40.2
PALLAPIZZA,VITORIA,2025,12,PROD_8,204.85,17,12.05
PALLAPIZZA,ZARAGOZA,2025,12,PROD_7,186.68,4,46.67
PALLAPIZZA,PAMPLONA,2025,13,PROD_6,522.6,13,40.2
PALLAPIZZA,BILBAO,2025,13,PROD_3,93.8,5,18.76
PALLAPIZZA,BURGOS,2025,13,PROD_7,840.06,18,46.67
PALLAPIZZA,VITORIA,2025,13,PROD_3,168.84,9,18.76
PALLAPIZZA,ZARAGOZA,2025,13,PROD_8,156.65,13,12.05
PALLAPIZZA,PAMPLONA,2025,14,PROD_3,131.32,7,18.76
PALLAPIZZA,BILBAO,2025,14,PROD_4,33.65,5,6.73
PALLAPIZZA,BURGOS,2025,14,PROD_9,556.05,15,37.07
PALLAPIZZA,VITORIA,2025,14,PROD_3,37.52,2,18.76
PALLAPIZZA,ZARAGOZA,2025,14,PROD_8,24.1,2,12.05
PALLAPIZZA,PAMPLONA,2025,15,PROD_10,42.51,3,14.17
PALLAPIZZA,BILBAO,2025,15,PROD_7,420.03,9,46.67
PALLAPIZZA,BURGOS,2025,15,PROD_5,443.1,10,44.31
PALLAPIZZA,VITORIA,2025,15,PROD_4,33.65,5,6.73
PALLAPIZZA,ZARAGOZA,2025,15,PROD_3,281.4,15,18.76
PALLAPIZZA,PAMPLONA,2025,16,PROD_4,127.87,19,6.73
PALLAPIZZA,BILBAO,2025,16,PROD_10,155.87,11,14.17
PALLAPIZZA,BURGOS,2025,16,PROD_1,84.8,10,8.48
PALLAPIZZA,VITORIA,2025,16,PROD_2,40.26,3,13.42
PALLAPIZZA,ZARAGOZA,2025,16,PROD_10,170.04,12,14.17
PALLAPIZZA,PAMPLONA,2025,17,PROD_1,76.32,9,8.48
PALLAPIZZA,BILBAO,2025,17,PROD_4,94.22,14,6.73
PALLAPIZZA,BURGOS,2025,17,PROD_3,75.04,4,18.76
PALLAPIZZA,VITORIA,2025,17,PROD_4,6.73,1,6.73
PALLAPIZZA,ZARAGOZA,2025,17,PROD_4,74.03,11,6.73
PALLAPIZZA,PAMPLONA,2025,18,PROD_2,201.3,15,13.42
PALLAPIZZA,BILBAO,2025,18,PROD_8,192.8,16,12.05
PALLAPIZZA,BURGOS,2025,18,PROD_10,28.34,2,14.17
PALLAPIZZA,VITORIA,2025,18,PROD_4,6.73,1,6.73
PALLAPIZZA,ZARAGOZA,2025,18,PROD_3,356.44,19,18.76
PALLAPIZZA,PAMPLONA,2025,19,PROD_7,326.69,7,46.67
PALLAPIZZA,BILBAO,2025,19,PROD_3,75.04,4,18.76
PALLAPIZZA,BURGOS,2025,19,PROD_5,132.93,3,44.31
PALLAPIZZA,VITORIA,2025,19,PROD_3,206.36,11,18.76
PALLAPIZZA,ZARAGOZA,2025,19,PROD_10,184.21,13,14.17
PALLAPIZZA,PAMPLONA,2025,20,PROD_10,14.17,1,14.17
PALLAPIZZA,BILBAO,2025,20,PROD_6,603.0,15,40.2
PALLAPIZZA,BURGOS,2025,20,PROD_4,80.76,12,6.73
PALLAPIZZA,VITORIA,2025,20,PROD_4,33.65,5,6.73
PALLAPIZZA,ZARAGOZA,2025,20,PROD_8,12.05,1,12.05
PALLAPIZZA,PAMPLONA,2025,21,PROD_7,513.37,11,46.67
PALLAPIZZA,BILBAO,2025,21,PROD_7,793.39,17,46.67
PALLAPIZZA,BURGOS,2025,21,PROD_4,74.03,11,6.73
PALLAPIZZA,VITORIA,2025,21,PROD_9,704.33,19,37.07
PALLAPIZZA,ZARAGOZA,2025,21,PROD_10,170.04,12,14.17
PALLAPIZZA,PAMPLONA,2025,22,PROD_6,683.4,17,40.2
